GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US53033032307,53033032307,"Census Tract 323.07, King County, Washington",528700,36953
1400000US53033032309,53033032309,"Census Tract 323.09, King County, Washington",411900,41798
1400000US53033032311,53033032311,"Census Tract 323.11, King County, Washington",560800,43923
1400000US53033032312,53033032312,"Census Tract 323.12, King County, Washington",674400,36554
1400000US53033032313,53033032313,"Census Tract 323.13, King County, Washington",516000,73882
1400000US53033032314,53033032314,"Census Tract 323.14, King County, Washington",510600,48801
1400000US53033032315,53033032315,"Census Tract 323.15, King County, Washington",629500,46515
1400000US53033032316,53033032316,"Census Tract 323.16, King County, Washington",686200,34590
1400000US53033032317,53033032317,"Census Tract 323.17, King County, Washington",517700,32759
1400000US53033032318,53033032318,"Census Tract 323.18, King County, Washington",539300,30868
1400000US53033032319,53033032319,"Census Tract 323.19, King County, Washington",387700,55003
1400000US53033032320,53033032320,"Census Tract 323.20, King County, Washington",635200,26820
1400000US53033032321,53033032321,"Census Tract 323.21, King County, Washington",753700,54961
1400000US53033032322,53033032322,"Census Tract 323.22, King County, Washington",566000,38048
1400000US53033032323,53033032323,"Census Tract 323.23, King County, Washington",481500,22866
1400000US53033032324,53033032324,"Census Tract 323.24, King County, Washington",406700,30802
1400000US53033032325,53033032325,"Census Tract 323.25, King County, Washington",419700,27930
1400000US53033032401,53033032401,"Census Tract 324.01, King County, Washington",446900,24497
1400000US53033032402,53033032402,"Census Tract 324.02, King County, Washington",385800,31065
1400000US53033032500,53033032500,"Census Tract 325, King County, Washington",399800,43494
